text_clean,sentiment_label,sentiment_stars,region,platform,zone
"Customer service is rude and unhelpful. Their products are overpriced, and some look very worn after a short period of normal use. Overall, Lululemon feels more focused on fashion than quality, and the poor customer service made it a really disappointing shopping experience.",negativo,2,PT,trustpilot,Europa
"From Italy, I purchased a €250 gift card online as a present for my daughter, who is their customer and lives in London. When she went to the store, she was told she couldn’t use it because it had been purchased on the European website (something that was not specified at the time of purchase). They did tell her, however, that contacting customer service would surely lead to a solution. I reached out to them confidently, convinced that common sense would prevail and they would find a way to help me. Instead, they replied—with countless overly polite and irritating preambles—that my daughter will only be able to use the gift card when she travels around Europe or possibly in Milan, where their only Italian store is located. Alternatively, she could use it online on the European website, but she would have to pay shipping fees to receive the items in London. I tried writing again to explain how impractical this solution was, but I never received another reply. They took the money, but I cannot use the gift card. Very unprofessional.",negativo,2,IT,trustpilot,Europa
"I have never encountered such poor service!! In my life!!!!!!!! I ordered online for the first time on an order site for $334 including shipping. I knew I would have to pay taxes when it arrived, I just didn't know what I would have to go through. I waited a long time and then after 3 weeks of waiting, the FedEx courier company contacted me claiming that I had to pay taxes on a package worth $510!!! In other words, Lululemon made a mistake with the invoice value and now I have to chase them to change the invoice and send it to FedEx so that I can pay the correct taxes that correspond to the value of my order! I contacted them by email, Facebook and Instagram - an annoying bot answered me and I didn't get a response!!!!!! My package is lying at the airport without being handled and the company doesn't care at all!!! I order a lot online from Skims and ALO Yoga and I have never encountered such horrible and outrageous service in my life!!!!! First and last time I order from them! I hope you can help me solve the problem",negativo,1,IL,trustpilot,Otro
"My experience with customer service was unsatisfactory. I was searching for a specific jacket, which was out of stock at all local stores. After a thorough search of inventory across all Lukulemkn stores, I located the item. I contacted the Rockland, NH store and requested a 24-hour hold. I followed their instructions and completed the purchase, and then needed to arrange for pickup up. I was dismayed to learn that my order was canceled and the jacket subsequently sold, which was quite disheartening given the store's esteemed reputation. I question the operational standards of Lululemon, as the conduct of their staff appears to be unprofessional. Rk",negativo,2,US,trustpilot,US
Pathetic. They are just big name. I order gift for my brother. As i needed my order earlier I paid for Priority shipping. Order didn’t come as committed so I asked for refund of $30 which i paid for priority shipping. Neither I got my money back nor the package. I wish i could attached chat here where agent literally shut me up for asking my money. Fancy thieves they are nothing more. I would rather but fabletics than this shitty company again,negativo,1,CA,trustpilot,US
"The representative spoke to me in an arrogant and condescending manner, presenting themselves as an “educator.” They claimed that the store was doing me a favor by applying certain discounts and even threatened to revoke a discount I received as a gift, one that other customers have also used in the same way. When I brought this issue to the store manager’s attention, instead of addressing my negative experience, she chose to deflect my complaint and escalated the matter to the head office, addressing all account holders rather than resolving my specific concern. What made the experience worse was that both the staff and the manager seemed to believe their role was to “educate” customers. They even asked me to pass their so-called “education” on to senior members of my family regarding how to use their products, as the gift was from them; this was an entirely inappropriate and disrespectful request. Customers visit stores for positive experiences and to engage with products that suit their style, not to be subjected to unsolicited lectures or “educator” role-plays from brand representatives.",negativo,1,CA,trustpilot,US
"I bought a Lululemon gift card for my daughter for $150.00 Canadian. When she went to use it the balance was zero. It did not appear to be tampered with and the numbers on the back had not been exposed. Lululemon basically told me, “tough, no refund.” While their gift cards have clearly been compromised by scammers, they choose to do nothing about it except let the customer lose their money.",negativo,1,CA,trustpilot,US
"I ordered a bulk order, and there were two packages scheduled for delivery. However, I never received the first package because it was delivered to the wrong location. I contacted the shipping partner, and they confirmed it was delivered incorrectly. I reached out to Lululemon for a refund or replacement and provided the conversation, but they denied my request. I received the second package, but they only sent 5 out of 6 items. I contacted them about the missing item and requested a replacement, but they refused. Do better. Very disappointed. Order ID c176133416270730 Claim ID DRP9866GTB52 Claim ID XQSKB224FWAQ",negativo,1,US,trustpilot,US
"I bought a pair of pants at this store last week. When I brought them home, I took off the tags and put them on. Then I realized that they did not take off the security tag at the store. I don’t live near a Lululemon store, so I contacted them asking to exchange them - hoping to exchange them for a new pair. After hours chatting with their support team, they refused to send me a new pair because I took the tags off the pants. Now I’m stuck with an expensive pair of pants that I can’t really wear and have no way to return them. Look, mistakes happen, but you need to own up to them and give your customers what they paid for. Lululemon makes nice clothes, but this is just shady business practices.",negativo,1,DK,trustpilot,Europa
"Awful.. I got a pair of Align leggings 4 years ago and loved them - wore them seriously about 3 times a week for 4 years. Bought a pair recently - awful quality piling between the legs after 3 washes and couldn’t believe it. Reach out to customer services explained what happened, they basically said I was washing them wrong - I washed them according to the label at a low temp. When I replied that I was washing according to the label and the same as the pair I had they basically said the decision was final and no replacement or refund will be offered. I will never give them business again",negativo,1,GB,trustpilot,Europa
"I placed an order for 5 items which were the foundation of gifts. After 11 days, they had not arrived. I contacted customer service, they admitted it was an error on their end, yet would do nothing to get the items to me on time. They said I could check the stores. I tried to order online for store pick up. Nope. Didn't work. So now, at the last minute I have to rethink my entire gifting. They should have rushed shiipped them to me, but THEIR process, designed to make THEM happy, doesn't allow for that. So tired of poor customer care. We use our dollars towards their products with absolutely no respect in return. Done with the LULU!",negativo,1,US,trustpilot,US
Terrible! Rude customer service over a problem they caused!,negativo,1,US,trustpilot,US
"The most horrible slow return process ever, they shit the item back to be destroyed, that takes up to 10 days, then they email saying you'll get a voucher. That voucher did not come, I had to contact support 2x then when it finally comes, the item I am trying to replace is no longer available. It should of just been sent out immediately as a replacement once I filed the claim. The chat help continually deferred any accountability and kept wanting to kick the can. This company destroys shareholder value and wastes a ton of time. I will not support them anymore, now i have a useless voucher for items that I cannot replace.",negativo,1,CA,trustpilot,US
"What is happening with the fashion at Lululemon it’s feel like the quality of the product has gone downhill and the price has gone up. The fashion has gone bit bizarre or extremely basic, not very functional for every day active life, not actually good looking trying to start a trend that’s not working for their product name. I feel like there’s clowns in the office That lost inspiration. They need to get off their phones and stop scrolling and start creating.",negativo,2,CA,trustpilot,US
"Lululemon Customer Experience Review – Shockingly Poor for a Supposed Premium Brand I recently purchased a pair of Lululemon pants, and upon receiving them, I immediately discovered the snaps were faulty. These are not inexpensive pants—they are marketed and priced as premium apparel—so I expected premium service in return. Instead, the customer service agent refused to resolve the issue directly and immediately. Rather than offering an exchange or refund on the spot, I was directed to a website where I had to take photos, fill out forms, and essentially jump through hoops to prove the defect on a product I had just received. After doing all of that, I received an automated email informing me that someone would get back to me in 7–10 days—not to resolve it, but merely to review my claim. For a brand that claims to value quality and customer loyalty, this is completely unacceptable. This was a manufacturing defect, not customer damage, yet the burden was entirely placed on me. Delaying a resolution by more than a week shows a clear lack of accountability and care for the customer. As a result, I will not be making any future purchases from Lululemon. There are many competitors in the market offering similar or better quality—without subjecting their customers to an infuriating and dismissive claims process. At this rate, with these horrendous policies and zero sense of urgency or responsibility, I genuinely question how long Lululemon will be able to retain loyal customers or remain competitive in this industry. If this is their idea of customer service, I predict they won’t be in business much longer.",negativo,1,US,trustpilot,US
Extremely slow and lacks knowledge,negativo,1,US,trustpilot,US
ヨガ＆ピラティスのイベントに参加するため、ずっと欲しいと思っていたルルレモンのヨガウェアを買いました。欲しいと思っていたものの中には、オンライン限定のものがあったので、オンラインで利用しました。日本人にとっては高いと思いがちですが、世界中で愛されている理由がわかった気がします。今度はオフラインで利用したいです！,positivo,5,JP,trustpilot,Otro
"If you get a Lululemon bag, take care of it. The styles are always evolving and you may never see the design again. I just got a crossbody bowler bag. It is absolutely beautiful and I plan to put it in a cloth bag when I am not using it. I would love if they made this bag in multiple colours. It makes me feel special when I carry it. And when I buy pants? They hem the pants for free! My partner just gave me a Lululemon mini dress with a zip at the neck. I love the cut, thick material, and hygge cozy feeling when wearing it.",positivo,5,CA,trustpilot,US
"This is the second time this happens to me with Lululemon, and it’s beyond frustrating. I placed a large order and received most of it, but one item that was shipped separately never arrived at my door. I was home all day, I have camera footage, and the delivery photo they uploaded is not even my door. I contacted their customer service more than five times, and all I got were copy-and-paste responses like talking to a robot. They refuse to issue a refund, even though I provided clear proof that the leggings were never delivered. It’s shocking that a company of this size treats paying customers with such indifference. They make it impossible to get real help and act like losing your money is your problem. I’ve been a loyal customer for years, but after this, never again. Lululemon needs to learn what accountability and customer care mean.",negativo,1,US,trustpilot,US
Terrible return policy and extremely rude customer service! Customer service hung up on me without letting me finish my sentence. She was just not willing to help me at all .,negativo,1,CA,trustpilot,US
"I just ordered a vegan purse on Friday October 10, 2025 online. The next morning I got an email saying that it would be delivered on Monday October 13, 2025 which is Thanksgiving. I had it delivered to my place of business which is closed on holidays. Why would you ship something for delivery on a holiday weekend. When I contact customer service to change the shipping address I was told they may or may not be able to do it. What? How can you not change an address? Then the shipping company tried to deliver it to my work place which was closed. It is now in limbo and sent back to the shipping depot. I contact Lululemon customer service again and was told it was being returned to their warehouse for refund. I never asked for that. I wanted it delivered. When I said that to the agent I was informed you cannot change address unless it is FEDEX. Fedex was not an option for shipping. Then I was told to contact the shipping agent GoBolt. What is the point of the Lululemon customer service then? Why is it my responsibly to contact the shipper. I didn't ship it. The woman Amanda was not helpful in anyway. For my troubles, they said they would send me a 20 dollar gift card. My troubles is that I want the purse I ordered, I want Lululemon customer service to do their jobs instead I had to spend my 30 min lunch making sure GoBolt will reattempt a delivery. The cost of Lululemon should include better customer service. They have lost a customer. Both agent were dumb and didn't know how to do their jobs. Why bother hiring people for customer service, if they don't service any customers and pawn it off on the shipper.",negativo,1,CA,trustpilot,US
Exceptional quality pieces that last well. Customer service both in store and online is unrivalled by other brands in the space. Annoy recommend enough!,positivo,5,GB,trustpilot,Europa
Tried to return and they told me I couldn’t because I wore it once. I tried it just to see if it would fit and I couldn’t return it. I shopped here for years but not much after this.,negativo,1,US,trustpilot,US
"After spending literally $1,000s on Lululemon clothes since their inception in Vancouver (including 8 pair of their dance studio pants and various items in the past year alone), I received the most appalling service. I wanted to purchase a pair of Charge 3 shoes in size 9.5. They were sold out in my size online and the only store that had them was Willowbrook. I live on Vancouver Island, but called Willowbrook to see if they would ship them to me. I spoke to a delightful young man called Aman, who was both charming and extremely helpful and put them aside for me because the store couldn't ship. He was sure that Head Office would help me. So I called HO (their main number) and spoke to a CS person. She was as unhelpful as they come and said no to helping me out. Really wanting the shoes, I purchased a size 10, which are too big for me and will be returned to the Nanaimo store. Would it honestly have been difficult to help? They Could have been shipped to Nanaimo. As a reminder to Lululemon, Alo Yoga and Vuori are both high on CS and ship to Canada. I am beyond disappointed.",negativo,1,CA,trustpilot,US
"Voor een tweede keer een bestelling bij Lululemon niet ontvangen. En als ik de reviews hier lees kun je blijkbaar niet een bestelling bij Lululemon plaatsen vanuit Nederland. Je kunt er in elk geval niet vanuit gaan dat je bestelling geleverd wordt. Heel jammer. Als je toch iets van Lululemon wilt kun je dat het beste via Zalando bestellen, maar dan moet je hopen dat zij net dat ene item hebben…",negativo,1,NL,trustpilot,Europa
"Terrible experience. The order has been stuck in transit and they refused to check on it, urging me to get back to them day after day until they felt it was ok for them to finally check with the currier. Still no package received and no refund. Stay away. Also super pricy, not worth it at all. Terrible customer service.",negativo,1,SI,trustpilot,Otro
"Received a pair of pants with a large hole in the fly-area. After getting the runaround from email support (responses delayed beyond their estimated time frame, and then being kicked to the top of the automated funnel, and being denied service in-store (the retail locations are separate from the like-new operation), I was finally able to get someone's attention. Their resolution: waste more of my time shipping the pants back to them. Oh, and they would not provide me with a replacement pair, only a refund upon inspection (I sent them pictures of the damaged item). Miserable experience from a company I was under the impression had decent customer support. I now have to work through a chargeback, which they are fighting.",negativo,1,US,trustpilot,US
"Who buys this overpriced crap made of every non-natural fiber invented by man? Oh, wait, my sister as a Christmas present. Tried to return it. With receipt, it took 15 minutes. Mainly 'cause they don't do legal tender....ie: cash. You know, it's in the constitution for all debts and financial obligations. So after the 15 minutes, she was able to get a manager and give me cash. $30 more than I was owed. I didn't correct their collective ignorance. They can't do business and my helpful tart can't count change. I weep for the next generation.",negativo,1,US,trustpilot,US
good quality products but overpriced and they use OnTrac for shipping which is terrible,neutro,3,US,trustpilot,US
"How many times should you expect to wear ' high performance', high priced clothing. I have worn my long sleeve top, a handful of times and the fabric is just dissolving. Cost around $90. Feels like you are just being ripped off.",negativo,1,AU,trustpilot,Otro
"Eigentlich war ich mit Lululemon immer sehr zufrieden, allerdings musste ich nun eine Define Nulu Jacke reklamieren, da sie bereits nach 2-3 Tragen Pilling an den Seiten aufgewiesen hat. Das Einsenden über den Kundenservice war einfach, allerdings warte ich jetzt schon seit über zwei Wochen auf meine Gutschrift bzw. meine Gutscheinkarte, da mir der Betrag scheinbar lediglich über eine Gutscheinkarte erstattet werden kann. Jedes Mal wenn man beim Kundenservice nachfragt wird man um weitere 3-5 Werktage vertröstet, aber es passiert einfach nichts.",negativo,2,DE,trustpilot,Europa
"Délai de remboursement après retour des articles acheter en ligne, très très long surtout quand on a achetée pour un montant assez important…. J’attend toujours qu il me rembourse mon retour. Pourtant j’ai bien reçu le mail disant que le retour a été réceptionnée",negativo,1,FR,trustpilot,Europa
Lululemon is getting worse and worse every day in Canada … the quality is soooo bad and cheap now I ordered almost 20 pieces and returned all of them they are so hot and uncomfortable now. They use to have high quality clothes now is garbage.,negativo,1,CA,trustpilot,US
LULULEMON EMPECHE LES CLIENTS D'EDITER DES BORDEREAUX DE RETOUR DANS LES TEMPS POUR NE PAS AVOIR A LES REMBOURSER?? ILS ME BALADENT DE CHATBOT EN CHATBOT DEPUIS 20 JOURS SANS QU'AUCUNE REPONSE NE ME SOIT APPORTEE ET SANS JAMAIS M'APPELER (MALGRÉ MES DEMANDES EN CE SENS) !!!!! UNE HONTE !!! A EVITER ABSOLUMENT !!!!,negativo,1,FR,trustpilot,Europa
"Bought a white bra for 82.88.declined bag for 2.00. Asked for tissue paper for bra to throw in purse. Was told no, I could walk to Michael's and buy some. I found that disrespectful to say the least",negativo,1,CA,trustpilot,US
"I’ve been a long-time Lululemon customer, but after my recent experience, I will be rethinking any future purchases. Not only have I been disappointed with the declining quality of their products, but the customer service process has been frustrating, dismissive, and unhelpful. I reached out to Lululemon regarding a defective product - defective in the way that I wore the workout shirt twice and did not wash it and it had multiple holes. Instead of standing by their so-called “quality promise,” they dismissed my concern as “accidental damage.” Save this future line and deem everything as a ""manufacturing issue"". To make matters worse, they offered me a 25% off promo code as a consolation when I asked for a replacement or refund. While not ideal, I was willing to accept this, however, they failed to clearly state the expiration details in the last email they had sent. By the time I tried to use it, the code had already expired. When I followed up, I was met with nothing but canned responses and policies. They flat-out refused to reissue the code and spewed what seemed like generic AI-generated emails that did not always reveal true solutions that came close to exemplifying true quality customer service. Considering the amount of time I’ve wasted emailing back and forth, it’s unacceptable that they couldn’t provide a simple solution like reissuing the coupon they had already promised. An easy solution. This whole experience shows how little Lululemon values loyal customers. Their product quality is slipping, and their customer service team is rigid and unwilling to resolve issues fairly. A company that once prided itself on premium standards now feels more like a fast-fashion brand with premium prices. Save yourself the headache - there are plenty of other activewear brands that stand behind their products and treat their customers with respect. Unfortunately, Lululemon no longer seems to be one of them.",negativo,1,CA,trustpilot,US
"There customer quality of there clothes have gone way down hill they changed there policy, I got 2 wears out of 3 items I purchased 2 years ago and they said because it’s been over a year it’s not eligible for a return I’m not impressed as I’ve spent so much money in their clothes in the past I won’t be purchasing from them anymore. Way better quality at either Aritzia or ALO.",negativo,1,CA,trustpilot,US
"I have been a Lululemon online customer for years. Recently for some reason that customer service can't explain I was locked out of my online account. Every time I would go to check out and online error code would come up. When I called customer service, they said someone would get back to me in 4 days. All my credit card info was correct and there was no apparent reason for the lock out. When customer service finally got back to me, they stated that I needed to send in a copy of my credit card statement for them to unlock my account. This is absolutely ridiculous as I did not need to show that when I opened my account. Also no other company ask for such private info. When I told them I was not comfortable doing this they said they could not unlock my account. To check out you need a security code on your credit card as you do in most cases, but this was not good enough for them. This is definitely not an ethical way to do business. I even tried to order my items online without an account and they still would not let me until I sent in my credit card statement. I will no longer be doing business with this company.",negativo,1,US,trustpilot,US
"I went to the store in Southgate Mall in edmonton. It may sound odd but the staff were way too enthusiastic to the point that, in less than 5 minutes, 5 or 6 different people asked me what I was looking for or if I needed help or whatever. I have some social anxiety issues and this situation was completely overwhelming. My suggestion...don't smother people when they come into your store. One person asking if I needed a hand would have been sufficient.",negativo,2,CA,trustpilot,US
"If I could give a zero star I would. Horrible Customer service. I had purchased $750 dollars of gift cards off air miles. The order went through but when I tried to use my gift cards, all the balances were zero. I contacted Lulu and they stated that the cards were used 4 days after I purchased them. I did not use these cards. I asked if they were used, where were they used and where was it sent? They then told me it is a privacy policy to not release information regarding the cards. They are my cards, I have a right to know where they were used! From there, they then stated that they actually cannot look up any transaction with said cards and that I will get no compensation. I truly believe that there was never a balance on these cards; or they re-use the numbers. Since purchased online, they assume zero responsibility. They told me to contact air miles. Air miles did their part correctly and paid the merchant. The issue is your cards have no balance and you refused to tell me where they were used, only that they were redeemed. They state that the cards are like cash and cannot be traced. I do not believe that for a second. Since they have zero transparency with these kind of purchases…. DO NOT BUY gift cards because if you have an issue, you are never getting that money back and they do not care. This was theft, plain and simple.",negativo,1,CA,trustpilot,US
"Love their leggings and backpack, very original and portable, I bout it for my wife and daughter and they love it,, thanks another for a great design",positivo,5,GB,trustpilot,Europa
"Unfreundliches Personal, kein Verständnis für einen Umtausch von ungetragen Ware, einschließlich Kassenzettel und Etikett. Zudem keine sachbezogene Unterhaltung, sondern freche Aussagen und Unterstellungen, sogar noch, als ich auf dem Weg aus dem Laden hinaus war. Mindestens zwei Familien als Kunden verloren!",negativo,1,DE,trustpilot,Europa
"Refused to accept return for FAULTY UNWORN, BRAND NEW top. I’m a long standing customer. Lulu are pricey but usually good quality. I have never returned anything before. I recently bought 2 licence to train long sleeve t-shirts. Tried them on, they were a good fit. I went ahead and washed them, then when hanging one out a hole opened up in one of them. It did not get caught on anything or pulled, it simply popped open as I lifted the top onto the clothesline. As can happen with faulty knit fabric, it just zipped open in a straight line. Quite obviously, there was a flaw in the manufacture. I tried to start an online return, but they refuse to allow a return citing ‘wear and tear’. I have never worn the top. It would be funny if it wasn’t so wrong - and frustrating. Genuinely shocked by their customer service. I feel powerless to address this. Do I just have to accept that I’ve thrown my money (and time) away?",negativo,1,AU,trustpilot,Otro
My leggings lasted 8 months and they were initially a new pair from a dud pair I returned. They lasted 8 MONTHS. $120.00 and they lasted less than a year. On top of the ridiculous run around I received from this team. Save your money or spend it elsewhere. I will never buy anything from them again and will pass along to my friends as well.,negativo,1,CA,trustpilot,US
Poor customer service. I purchased a gift card that listed the shipping time as 2 days. Four days later it still had not shipped. That said the recipient will not receive it on their birthday. When I contacted customer service by phone they were clueless on how to help. Totally a waste of my time. I have had better service from Walmart.,negativo,1,US,trustpilot,US
"worst customer service experience ever. i had two packages delivered incorrectly and contacted customer service for help. the educator i spoke to (via chat) basically told me to shop online next time and to call the cops instead of helping me resolve the issue. as if this made me want to shop online again? when i asked for someone else she rudely ended the chat while i was still talking. it wasnt until i called and spoke to someone else who told me that their system doesnt let them do anything about missing packages for 24 hours, which was not accurately relayed to me by the online educator (Kathleen). coming from working customer service before, this was sooooo incredibly rude and disrespectful behavior for something that was not my fault. their courier didn’t follow delivery instructions resulting in my packages being lost, which somehow equates to me being berated over text? they have the contract with the courier which is their responsibility. will neeverrrr shop lululemon again",negativo,1,US,trustpilot,US
"If I could give no stars I would! I placed an online order for items I was buying for my granddaughter. The order was over $400! My granddaughter received the package and only 2 of the 5 items were in the package and 3 items were missing (which I paid $267 for!!)! The receipt in the package showed all 5 items and the information on the website showed that all 5 supposedly were shipped in one package. I have made many calls regarding this matter. I was finally able to file a claim (you have to wait 24 hours from the delivery date) and even then you supposedly wait 2 or 3 days until they do an investigation and will offer the most ""reasonable solution!"" I am out $267 for which I received nothing. I asked to have this elevated and the customer service rep states that is not possible. I have only purchased in store previously. If you order online be aware that you very possibly could be ripped off. I have read other reviews that pretty much say the same. Others have lost money too and have had no resolution. It will be a cold day in hell before I do business with this company again AND their merchandise is outrageously priced. You would think for the price of their merchandise they would offer exceptional customer service! I am waiting on the ""best possible resolution"" to see what they say but the only acceptable one is to replace the items that I paid for and did not receive! Worst experience I have ever had with any retailer!",negativo,1,US,trustpilot,US
"Yep, corporate greed. I've been reading a lot about how the quality has gone downhill and still bought a few things sometimes. It's a red flag when they no longer let people leave reviews on their website anymore. As for my order, the site says their leggings are black, but they arrived looking WASHED OUT and faded like I've worn them for 2 years. I expect actual black, not some faded version. They should at least mention the black isn't true black. Then the legs are also ASYMMETRICAL. I initially thought I put them on wrong but double checked and they're not even. One of the leg is longer than the other one. How is it possible?",negativo,2,US,trustpilot,US
"My husband was scammed by an organization that sent him to Lulu Lemon to a purchase a large $ amount in gift cards. He was supposed to use the cards as ransom to 'fix' a nonexistent transaction these people said he had made. Fortunately, his bank card would not sanction the purchase, although Lulu Lemon had no problem with running the transaction.",negativo,1,US,trustpilot,US
"The worst return service of any company other than stuff you have to send back to china. Would someone from Zara please teach lululemon, whose stuff cost three times the price, about returns? It’s just a runaround every single time. I buy less from there because of it.",negativo,1,CA,trustpilot,US
They forgot to take the security tag off the pant I bought from Willowbrook Mall store. I had to drive all the way back to the mall. The manager didn’t care about all hassle I had to go through. Very bad customer service in the store!!!,negativo,1,US,trustpilot,US
"I ordered from Lululemon for over $400, trusting the brand to deliver quality — not just in the product, but in the experience. Lululemon used Veho as the delivery partner. The package was marked as “delivered”, but I never received it. The “proof of delivery” is literally a photo of a black screen — no visible location, no signature, no human confirmation. I reached out to Lululemon customer support asking for assistance — not even a refund, just to help me get a response from Veho or escalate the issue. They refused to help, saying the delivery was “confirmed.” But I have video surveillance from my building that proves no one showed up at the time Veho claimed delivery happened. I’m a single mother raising a baby. $400 is a significant amount for me. Lululemon’s response was dismissive and lacking all empathy — and no effort was made to investigate or protect me as a customer. Lululemon, you chose Veho. That makes you responsible. I expect: A formal investigation or dispute on my behalf, A refund or store credit, A review of your delivery partner’s behavior. Until then, I will continue sharing my story publicly — because this is not acceptable from a brand that charges premium prices.",negativo,1,KG,trustpilot,Otro
"I fell prey to all the cool advertising for this company, before checking reviews. BIG mistake. I used their sizing chart for their sliders and measured my son’s foot at 9.5 inches. Their sizing chart recommended an 8.5 in size. They recommended size 13 for me. My son is neurodivergent, and didn’t tell me during the first week of wearing them that it rubbed the top of his foot raw and gave him blisters under the arch. I wanted to like them. I ordered their blue and green slider. The comfort was ok, but for me my right foot slid forward over the tip. I didn’t wear them. I called and emailed my concerns and they arranged the return, which ended up a fiasco! Multiple phone calls and emails and it appears they don’t take notes bc I had to re-explain whats going on several times. It’s been about 3 weeks since all 3 pairs were sent back, which they confirmed they received. I finally received a store credit for one pair yesterday and sent an email asking them to confirm which pair that credit is for. I have not heard back yet. I don’t want a credit—their recommendations are faulty and their slider caused harm to my son’s foot. I’ve reached out to them and let them know I don’t want anything to do with their company and waiting to hear back.",negativo,1,US,trustpilot,US
i've been the most loyal customer since 2016 but recently the quality went significantly downhill. Clothes get stretched out and full of piling like a really old 2-3 year old piece only after a couple washes - no heat no dryer. I went to other companies and already found great substitutes. Bye lululemon!,negativo,2,US,trustpilot,US
Horrendous company. I bought 6 items in Pink Organza online - 5 washed OK but one of the items lost all its colour on first wash and the company refuse to acknowledge properly emails and refuse to answer the Request forms I keep sending them. Each time a different agent responds with the same message asking for the same information which I have submitted 4 times and they are therefore not giving my refund. DO NOT BUY THIS COLOUR or the SCULPT TANK VEST from this company as it fails to keep colour and they will not refund you,negativo,1,GB,trustpilot,Europa
"I purchased my first Lululemon product in 2004 (the store in whistler ca). I have spent a massive amount of $$$ at lululemon over the years. I recently purchased a product and the dye bled into the rest of my clothing. I submitted all the details on the website, photographs, purchase details, etc.. I received an email from Kristina at quality control asking me to send all the same information again. Kristina apparently has a severe bout of laziness. Perhaps she is an AI bot? In any event, I’m done. Lululemon will get no more of my money. What a terrible company this has become.",negativo,1,CA,trustpilot,US
"The only reason I gave two stars was because the representatives that I have worked with have been absolutely phenomenal. The customer service is always five stars. My issue with Lululemon is their shipping methods with on track. My last two orders have both gone missing. And after waiting the seven days, the items that were ordered were out of stock. This is extremely frustrating to absolutely love their products, but they use the worst shipping company available. On track has the highest amount of package loss. I will not be placing another order. They have lost a longtime customer due to not letting customers select the shipping method.",negativo,2,US,trustpilot,US
I have been a customer for years and recently their made too much is garbage- huge mark ups made in Vietnam and their fabric is DANGEROUS- can get SEVERE burns in an MRI - they do not acknowledge this-and the fabric is so flimsy- they will not take it back not even for a credit- all children in customer service disgusting attitude and very discriminating to seniors.,negativo,1,US,trustpilot,US
Alles eine Katastrophe. Für 180 Euro eine Leggins und ein Shirt gekauft. Nach 3 Stunden schon pilling unter den Armen. Kundenservice = 0,negativo,1,DE,trustpilot,Europa
Purchased a defect Align jacket with broken zipper - no refund and no replacement- I paid $150.00 for this!! Lululemon is failing their customers and their competitors will take over as they should.,negativo,1,CA,trustpilot,US
"The clothes fit me well, and they are very comfortable. But the price is just crazy.",neutro,3,CA,trustpilot,US
"Disgusting, bigoted, useless, ugly, piss poor excuses for “humans” at the Lululemon-Grove Shrewsbury in Shrewsbury, NJ. These employees are racist to the core especially Gabriella. They blatantly violate Lululemon supposed policy of “we do not tolerate racism, harassment, discrimination or hate.” Apparently this location does. The way they racially profile black customers and give preferential treatment towards white customers is unacceptable. Fire those employees Lululemon they have no business working in retail let it alone Lululemon.",negativo,1,US,trustpilot,US
I bout a pair of Align leggings as I'd heard so much about how buttery soft the material was. I agreed on first wear until almost immediately the material pilled and balled. After a month they are unwearable (infrequent wear and washing as instructed) The level of balling is ridiculous. I put in a complaint and they completely fobbed me off saying it wasn't a quality issue. I can tell you - IT IS A QUALITY ISSUE. back and forward with them 3 or 4 times and they are refusing to let me return them. This company is a disgrace and I will NEVER order from them again and I really hope others save their money and not buy their unwearable products.,negativo,1,IE,trustpilot,Europa
"For such a well renowned company. I actually can't get over what they have done. I ordered shorts online and they were sent to the wrong COUNTRY which was all their fault. Then, they said they would refund me. Fast forward to today and my account was never refunded. I have proof of the order and because they has changed their system and have no proof on their end anymore. There is 'nothing they can do.'",positivo,5,IE,trustpilot,Europa
"BAD QUALITY PRODUCT NEVER AGAIN. One wash following ""care"" instructions = Completely destroyed hoodie. Customer service blamed me, refused to compensate. It was my first visit, I spend $500 and every single item was horrendous quality, and customer service did nothing about it. I did a chargeback with my CC and won, and I won't be returning nor would I recommend you do. Absolute scammers, I can't say it enough. I've had $15 hoodies off Amazon that are far more durable and comfortable. If you do buy this brand (please don't) be prepared to GENTLY HAND WASH WITHOUT SOAP for the lifetime of ownership of any product. Yes, no washing machine, no dryer, or you will absolutely destroy the product.",negativo,1,US,trustpilot,US
"Es gibt leider keinen Retourenschein im Paket, die Größen passen oft auch nicht. Normalerweise trage ich S oder M und bei Lululemon ist bei den Sport Bras sogar L fast zu klein. Leider hat sich die Qualität sehr verschlechtert. Ich habe 2006 einmal eine kurze Hose gekauft, die ist heute noch einwandfrei. Die Sachen, die man jetzt bestellt, sind entweder kratzig oder nur mehr aus Plastik. Bei einer Legging sind gleich die Nahten aufgegangen. Leider nicht mehr zu empfehlen.",negativo,2,AT,trustpilot,Europa
"Poor customer service. Received pants with a permanent crease in them near the shin of the calf. When I contacted customer service for them to uphold their one year satisfaction guarantee, I was told no. They basically said that I created the crease and it did not happen at their manufacturing plant. So the company does not even uphold their own standards. I won’t be shopping with lululemon again.",negativo,1,US,trustpilot,US
I ordered some shorts on their website and received them with the security tag still attached! I am a busy mom and I do not have time to drive around go to the store to get a tag taken off that shouldn't even have been there from the get go. I'm very disappointed in their lack of customer service as well. When i reached out they seemed indifferent and suggested returning them..... I have no time to go to the post office either ! Please check your items for security tags before shipping them out that is very irresponsible!!!,negativo,1,US,trustpilot,US
"I bought a mid rise Joggers from Lululemon and after few months the thread started to come out. They say its wear and tear. But it's not. It's their cheap quality. They refused to do anything for me. Everyone tells different. I don't think they all know their own rules. Anyway, not happy and I will never spent any money at their brand.",negativo,1,CA,trustpilot,US
